Niche,Macro_Category,Warehouse_Source,Country,Buyer_ID,Buyer_Name,Tender_Count,First_Date,Last_Date,Active_Years,Active_Span_Days
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_52f64a4ff1017fe61272,Gemeente Den Helder,20,2023-10-04,2026-06-29,3,999
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_b4fc6c766ca5849c41a9,Zorginstituut Nederland,20,2023-12-04,2026-06-25,4,934
Brand identity / visual identity,CONTENT_DESIGN,TED,NOR,buy_581df20f038735ed5497,Oslo kommune v/ Utviklings- og kompetanseetaten,20,2023-12-29,2026-06-13,4,897
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_14b5c2e3da752bbbc886,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,20,2023-11-17,2026-01-22,4,797
Transcription / minutes,VIDEO_AUDIO,Ireland,Ireland,buy_860d15b68965ace7f85c,The Office of Government Procurement,20,2023-10-12,2025-11-10,3,760
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,LUX,buy_eeed8814d806fe8dfbe5,Chambre des Députés,19,2024-02-26,2026-07-26,3,881
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,PRT,buy_091d5eef279cbb542f9f,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E.",19,2024-06-06,2026-06-28,3,752
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_f0cceefa07850bb6bbc4,Provincie Noord-Brabant,19,2023-10-04,2026-06-15,4,985
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_0c1ad1c449536e1a85ea,Gemeente 's-Hertogenbosch,19,2023-10-04,2026-04-16,4,925
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,AUT,buy_001cc06b96d8f5cfe636,Universität Innsbruck,19,2023-12-05,2026-04-14,4,861
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,HUN,buy_b01261b2534556cbe22a,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,19,2023-11-20,2026-02-09,4,812
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_cbe6ed71ff0abea27f5f,Environment and Climate Change Canada,19,2023-09-19,2024-12-12,2,450
E-learning / training content,TRAINING,TED,ROU,buy_56f10621e0007ccb73ca,Curtea de Conturi a Romaniei,18,2023-12-18,2026-07-28,4,953
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,MKD,buy_5ed803fae1f670fc4749,Ministry of Education and Science,18,2024-02-21,2026-07-23,3,883
Online forms / lightweight portals,WEB_DIGITAL,TED,HUN,buy_b01261b2534556cbe22a,MÁV Személyszállítási Zártkörűen Működő Részvénytársaság,18,2023-11-17,2026-06-25,4,951
E-learning / training content,TRAINING,TED,ITA,buy_811f3d14bc58dffafbdd,RAI - Radiotelevisione Italiana S.p.A. - A/ROE/BSO,18,2024-03-04,2026-05-13,3,800
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_a79cf08a5934c0dc9cca,Correctional Services Canada,18,2023-08-24,2025-02-17,3,543
Online forms / lightweight portals,WEB_DIGITAL,TED,AUT,buy_001cc06b96d8f5cfe636,MANAGEMENTSERVICE LINZ GmbH,17,2023-11-03,2026-08-11,4,1012
Interpretation services,LANGUAGE,TED,SWE,buy_3d59e3bbb5e2f64301ba,Region Dalarna,17,2023-10-30,2026-08-08,4,1013
Workflow automation / RPA,AUTOMATION_SOFTWARE,TED,CZE,buy_85fe87d2665464f38efa,Ministerstvo financí,17,2024-02-27,2026-07-28,3,882
Website design / redesign,WEB_DIGITAL,TED,PRT,buy_091d5eef279cbb542f9f,"Serviços Partilhados do Ministério da Saúde, EPE",17,2024-04-01,2026-07-26,3,846
Simple API / software integration,AUTOMATION_SOFTWARE,TED,DNK,buy_ccb634a88b3b7aa188bd,Københavns Universitet,17,2023-12-22,2026-07-17,4,938
Low-code / no-code implementation,AUTOMATION_SOFTWARE,TED,PRT,buy_091d5eef279cbb542f9f,Ordem dos Contabilistas Certificados,17,2024-03-25,2026-06-19,3,816
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_c9cf3f275e4ab7782453,Die Autobahn GmbH des Bundes - NL Ost,17,2024-08-02,2026-05-11,3,647
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_86b5bb3970981622d291,Sandwell Metropolitan Borough Council,16,2023-08-23,2026-07-29,2,1071
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_d1e86fc8f5a43fb81313,SUFFOLK COUNTY COUNCIL,16,2023-09-04,2026-07-27,4,1057
CMS development / migration,WEB_DIGITAL,TED,ESP,buy_262acb26bfbdf5a4121e,"Sociedad Andaluza para el Desarrollo de las Telecomunicaciones, S.A.",16,2024-02-02,2026-07-20,3,899
Website design / redesign,WEB_DIGITAL,TED,ISL,buy_762b14c03b51c7f5e2fb,Landsvirkjun,16,2024-02-07,2026-07-15,3,889
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_75b0676d59b8ca22663d,Ministry of Defence,16,2023-08-25,2026-07-09,4,1049
Digital marketing / SEO / campaigns,CONTENT_DESIGN,TED,CHE,buy_bacf2bcb45c828276231,Centrale d'Achats et d'Ingénierie Biomédicale des Hôpitaux Universitaires Vaud - Genève,16,2023-12-20,2026-06-30,4,923
Transcription / minutes,VIDEO_AUDIO,TED,CHE,buy_bacf2bcb45c828276231,"Bundesamt für Energie, Abteilung Recht und Sachplanung, Entsorgung radioaktive Abfälle",16,2023-10-17,2026-06-17,4,974
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_c2c4fc6ef55a1bf38408,DAK-Gesundheit,16,2024-11-20,2026-06-02,3,559
Workflow automation / RPA,AUTOMATION_SOFTWARE,TED,POL,buy_e4d061caa68fce2f60e7,Śląski Urząd Wojewódzki w Katowicach,16,2024-03-04,2026-05-27,3,814
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_20f3eef009abea8b4257,Technische Universiteit Delft,16,2023-08-20,2026-05-22,4,1006
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_138f9c9bb4e63e1916c85bc2,"Agence Intercommunale de Développement de Tournai, d'Ath et des communes avoisinantes IDETA scrl",16,2023-09-08,2026-05-15,4,980
Photography,VIDEO_AUDIO,TED,NOR,buy_581df20f038735ed5497,Nasjonalbiblioteket,16,2023-12-15,2026-04-23,4,860
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,GRC,buy_4a146729c87a7e501527,"ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ, ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ, ΓΕΝΙΚΗ ΔΙΕΥΘΥΝΣΗ ΟΙΚΟΝΟΜΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, ΔΙΕΥΘΥΝΣΗ ΠΡΟΜΗΘΕΙΩΝ, Α΄ ΤΜΗΜΑ ΔΙΕΝΕΡΓΕΙΑΣ ΔΙΑΔΙΚΑΣΙΩΝ ΔΗΜΟΣΙΩΝ ΣΥΜΒΑΣΕΩΝ",16,2024-04-23,2026-04-21,3,728
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,FIN,buy_21d608cefc7ad1917578,Finnish Institute for Health and Welfare,16,2024-03-22,2026-04-20,3,759
Website design / redesign,WEB_DIGITAL,Quebec,Canada - Quebec,buy_c85dc024421464c954c3,CISSS de la Côte-Nord.,16,2023-09-13,2025-07-29,3,685
Small IT equipment supply,PROCUREMENT_BROKERAGE,United Kingdom,United Kingdom,buy_263cad79807bd30d1360,BELFAST HEALTH AND SOCIAL CARE TRUST,16,2024-02-19,2025-02-13,2,360
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_85c4eed99073375e7893,Hertfordshire County Council,15,2025-10-10,2026-07-31,2,294
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,BGR,buy_b63fd7ac83e5501cf324,БЪЛГАРСКА НАРОДНА БАНКА,15,2024-02-14,2026-07-30,3,897
Social media content production,CONTENT_DESIGN,TED,POL,buy_e4d061caa68fce2f60e7,Województwo Małopolskie,15,2024-11-27,2026-07-28,3,608
Web hosting / domain / SSL,WEB_DIGITAL,TED,CHE,buy_bacf2bcb45c828276231,PTI Schweiz,15,2024-04-27,2026-07-24,3,818
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_75edb95bafb0b7774b08,Ministère de l'Éducation,15,2024-04-24,2026-07-13,3,810
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,BGR,buy_b63fd7ac83e5501cf324,"УНИВЕРСИТЕТСКА СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ПО ОНКОЛОГИЯ ""ПРОФ. ИВАН ЧЕРНОЗЕМСКИ"" ЕАД",15,2024-04-15,2026-07-10,3,816
Online forms / lightweight portals,WEB_DIGITAL,TED,CZE,buy_85fe87d2665464f38efa,HLAVNÍ MĚSTO PRAHA,15,2024-07-18,2026-07-08,3,720
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,CHE,buy_bacf2bcb45c828276231,Kanton Luzern Dienststelle Informatik,15,2023-12-09,2026-06-25,4,929
Web hosting / domain / SSL,WEB_DIGITAL,TED,CZE,buy_85fe87d2665464f38efa,"NET4GAS, s.r.o.",15,2024-02-13,2026-06-19,3,857
Workflow automation / RPA,AUTOMATION_SOFTWARE,Quebec,Canada - Quebec,buy_c25f154ab51e6f04a4cb,Ville de Montréal - Service de l'approvisionnement,15,2024-02-13,2026-06-01,2,839
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_05dd0b67041398fa731e,Ordnance Survey Limited,15,2024-03-25,2026-05-27,3,793
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_969761705b4bde4e39bb,Société de transport de Montréal,15,2023-10-10,2026-05-14,4,947
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,GRC,buy_4a146729c87a7e501527,ΚΟΙΝΩΝΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (ΚτΠ Μ.Α.Ε),15,2024-02-26,2026-05-06,3,800
Digital marketing / SEO / campaigns,CONTENT_DESIGN,France,France,buy_ac03ffc06edae0d83856,CSTA.,15,2023-09-14,2025-10-28,2,775
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_4f5b6403196c3bb275a2,Scottish Government,15,2023-09-05,2025-07-25,3,689
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,LUX,buy_eeed8814d806fe8dfbe5,Administration des Contributions Directes,14,2024-02-06,2026-08-09,3,915
Online forms / lightweight portals,WEB_DIGITAL,TED,HRV,buy_bf2fcdabac3828c9c189,HŽ PUTNIČKI PRIJEVOZ d.o.o.,14,2024-05-31,2026-07-28,3,788
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,HRV,buy_bf2fcdabac3828c9c189,GRAD ZAGREB,14,2024-02-02,2026-07-24,3,903
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,SVK,buy_73db5c7f5f9933800fa8,"Stredoslovenský ústav srdcových a cievnych chorôb, a.s.",14,2023-10-24,2026-07-20,4,1000
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_599a3ef6df17854068cb,Université du Québec à Montréal,14,2023-10-12,2026-07-15,4,1007
Document digitization / scanning,DATA_ADMIN,TED,HUN,buy_b01261b2534556cbe22a,Magyar Posta Zártkörűen Működő Részvénytársaság,14,2023-11-22,2026-07-14,4,965
Transcription / minutes,VIDEO_AUDIO,TED,DNK,buy_ccb634a88b3b7aa188bd,Sikkerhedsstyrelsen,14,2024-03-12,2026-07-03,3,843
Online forms / lightweight portals,WEB_DIGITAL,TED,ESP,buy_841549a12d17237ad802,Consorcio de Aguas Bilbao Bizkaia - Consorcio de Aguas Bilbao Bizkaia,14,2023-12-05,2026-06-12,4,920
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_373347002c6f819a4229,Gemeente Zwolle,14,2023-10-13,2026-05-19,4,949
Online forms / lightweight portals,WEB_DIGITAL,TED,LTU,buy_3878737b0bf9117c77ed,Išteklių agentūra prie Lietuvos Respublikos vidaus reikalų ministerijos,14,2024-03-22,2026-05-12,3,781
CMS development / migration,WEB_DIGITAL,TED,FIN,buy_21d608cefc7ad1917578,"Helsingin kaupunki, Kasvatuksen ja koulutuksen toimiala, ICT-Hankinnat",14,2024-05-06,2026-05-11,3,735
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_dff50038c8bdca161850,Department of the Environment (ECCC ),14,2025-04-14,2026-05-06,2,387
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_55847126054542d7c17c,Gemeente Midden-Groningen,14,2023-10-04,2026-04-16,4,925
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_969761705b4bde4e39bb,Société de transport de Montréal,14,2024-04-12,2026-04-14,3,732
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_6716be78872e22d1ff09,"Ministerie van Defensie, Commando Landstrijdkrachten (MatlogCo)",14,2023-10-31,2026-03-07,3,858
Online forms / lightweight portals,WEB_DIGITAL,TED,ITA,buy_811f3d14bc58dffafbdd,ESA-ESRIN,14,2024-04-02,2026-01-20,3,658
Transcription / minutes,VIDEO_AUDIO,TED,MLT,buy_49603fbd0efcf57ee39e,Sectoral Procurement Directorate,13,2024-02-13,2026-08-10,3,909
Video production,VIDEO_AUDIO,TED,NOR,buy_581df20f038735ed5497,Vestland fylkeskommune,13,2023-11-22,2026-07-28,4,979
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_440e203d13e0adba32ed,Ville de Laval,13,2023-10-23,2026-07-27,4,1008
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_2660e88e17205d78728d,"Deutsche Bundesbank, Zentralbereich Beschaffungen",13,2024-04-26,2026-07-24,3,819
Copywriting / editorial content,CONTENT_DESIGN,TED,CHE,buy_bacf2bcb45c828276231,"Office fédéral des routes OFROU, Division Infrastructure routière Ouest, filiale Estavayer-le-Lac",13,2023-11-09,2026-07-17,4,981
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_d22239738ad8b6de25a7c197,Université Catholique de Louvain - Service des Achats,13,2024-03-04,2026-07-16,3,864
Simple API / software integration,AUTOMATION_SOFTWARE,TED,CZE,buy_6f79629fe8c07370e0e8,Revmatologický ústav,13,2024-11-27,2026-07-10,3,590
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_45b6d6d2493afd8a5c89,Canadian Museum of Nature (CMN),13,2025-05-29,2026-07-08,2,405
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,PRT,buy_091d5eef279cbb542f9f,Autoridade para as Condições do Trabalho,13,2024-10-11,2026-06-29,3,626
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_5453bbed5e925c0c03f6,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,13,2023-12-12,2026-06-15,3,916
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_e6ada229116b627c58b4,Ministère de l'Emploi et de la Solidarité sociale,13,2023-10-18,2026-06-10,4,966
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_7400d967cbd415581b88,Worcester City Council,13,2023-09-13,2026-05-29,4,989
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_88e34d93855f04ccc9f1,Ville de Québec,13,2023-09-22,2026-05-29,4,980
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_5a701154b87f03dbb7c6,DB InfraGO AG – Geschäftsbereich Fahrweg (Bukr 16),13,2024-01-18,2026-05-28,3,861
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_ed2ff8d55a65d76694035095,SOWAER Service technique - Secteurs spéciaux,13,2024-04-16,2026-05-22,3,766
Web hosting / domain / SSL,WEB_DIGITAL,TED,FIN,buy_b25d30d271157ab27322,Ålands landskapsregering,13,2023-09-25,2026-05-13,4,961
Online forms / lightweight portals,WEB_DIGITAL,TED,BGR,buy_b63fd7ac83e5501cf324,"ТЕРИТОРИАЛНО ПОДЕЛЕНИЕ ""ДЪРЖАВНО ЛОВНО СТОПАНСТВО ""КОРМИСОШ"" - гр. ЛЪКИ""",13,2024-02-27,2026-05-12,3,805
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_2847f401943d0e3bc3a4cadf,Direction régionale de Namur,13,2023-08-04,2026-05-05,4,1005
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,HUN,buy_81f3c663956cad2f098c,Nemzetbiztonsági Szakszolgálat,13,2023-11-02,2026-03-13,4,862
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_43b113d6335489d4117a,Zentrale Vergabestelle im Bayerischen Landesamt für Steuern,13,2023-11-09,2026-02-12,4,826
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,FIN,buy_b25d30d271157ab27322,HUS-yhtymä,13,2023-09-29,2026-02-02,4,857
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_81811365128e32d57b13,Ville de Saint Etienne,13,2023-11-19,2026-01-27,4,800
Transcription / minutes,VIDEO_AUDIO,Germany,Germany,buy_14b5c2e3da752bbbc886,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,13,2024-10-23,2026-01-05,3,439
Workflow automation / RPA,AUTOMATION_SOFTWARE,Quebec,Canada - Quebec,buy_45ad8c776e529f8629e3,Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec (CIUSSS MCQ),13,2023-12-29,2025-12-15,3,717
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_f1900d201bb5be1e1c85,Handwerkskammer Berlin,13,2023-12-05,2025-07-11,3,584
Online forms / lightweight portals,WEB_DIGITAL,TED,FIN,buy_21d608cefc7ad1917578,Fingrid Oyj,12,2024-09-24,2026-08-06,3,681
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,LVA,buy_4f3a1b7a7c2e453ef94b,Latvijas Universitāte,12,2023-11-06,2026-07-30,4,997
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_97eadb1634db6ab94c90,Ville de Lyon,12,2023-09-28,2026-07-28,4,1034
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_5f0896b9bd666fd3f5f26f8e,AZ Klina,12,2024-03-21,2026-07-24,3,855
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_9f97de04a4269610b8c0,Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR),12,2024-03-09,2026-07-17,3,860
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_88b90eab70543f641b92,Ville de Longueuil,12,2023-08-30,2026-07-16,4,1051
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_c25f154ab51e6f04a4cb,Ville de Montréal - Service de l'approvisionnement,12,2021-10-13,2026-07-15,5,1736
Transcription / minutes,VIDEO_AUDIO,TED,AUT,buy_001cc06b96d8f5cfe636,Allgemeine Unfallversicherungsanstalt (AUVA),12,2023-11-28,2026-07-14,4,959
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_75edb95bafb0b7774b08,Ministère de l'Éducation,12,2024-09-04,2026-07-11,3,675
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_0fc8e882ef785f18926364aa,Office Central des Achats,12,2023-10-20,2026-07-01,4,985
Small IT equipment supply,PROCUREMENT_BROKERAGE,Canada federal,Canada,buy_6cccf1c8162482cf8b98,Shared Services Canada,12,2023-09-14,2026-06-29,4,1019
AI chatbot / assistant,AUTOMATION_SOFTWARE,TED,ESP,buy_262acb26bfbdf5a4121e,Consejería de Salud y Consumo,12,2024-01-09,2026-05-26,3,868
Simple API / software integration,AUTOMATION_SOFTWARE,TED,ITA,buy_811f3d14bc58dffafbdd,European Food Safety Authority,12,2024-04-19,2026-05-21,3,762
Brochure / flyer / poster printing,PRINT_BROKERAGE,TenderNed,Netherlands,buy_dddf0556d1d18b0828d0,Kamer van Koophandel,12,2023-10-04,2026-05-06,4,945
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_f4069676fab1ea736da1,HAMPSHIRE COUNTY COUNCIL,12,2024-01-30,2026-04-30,3,821
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_0c1ad1c449536e1a85ea,Gemeente 's-Hertogenbosch,12,2023-10-04,2026-04-16,4,925
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_bf92aa17972773199143,Generaldirektion der Staatlichen Archive Bayerns,12,2024-07-01,2026-03-12,3,619
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_8b0a46ad4f0b9ef52ef0,Berufsgenossenschaft Holz und Metall,12,2023-11-23,2026-03-06,4,834
Graphic design / layout,CONTENT_DESIGN,France,France,buy_01a2fc361b9903a44ba2,EPPDCSI - UNIVERSCIENCE Etablissement public à caractère industriel et commercial créé par décret interministériel du 3 décembre 2009,12,2024-01-24,2026-03-02,3,768
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_88e34d93855f04ccc9f1,Ville de Québec,12,2024-01-25,2026-02-18,3,755
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_822c6ea9e178151db192,Département de la Manche,12,2024-01-03,2026-01-18,3,746
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_e4d459383fe52e44b278,Wolverhampton City Council,12,2025-03-13,2026-01-16,2,309
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_2da6bd0a729eb81d504b,British Council,12,2023-11-13,2025-12-08,3,756
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_d462411c73d992aa3632,"Ministerie van Economische Zaken, Rijksdienst voor Ondernemend Nederland (RVO)",12,2023-09-07,2025-09-25,3,749
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_1df26f259dd38da920d2,Bundeszentrale für gesundheitliche Aufklärung (BZgA),12,2023-11-01,2025-02-10,3,467
Online forms / lightweight portals,WEB_DIGITAL,TED,MKD,buy_5ed803fae1f670fc4749,Municipality Center - Skopje,11,2024-02-27,2026-08-02,3,887
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_50caa6f3098d620328a6,Grenoble Alpes Metropole,11,2024-01-16,2026-07-25,3,921
Low-code / no-code implementation,AUTOMATION_SOFTWARE,TED,POL,buy_e4d061caa68fce2f60e7,Uniwersytet Medyczny w Łodzi,11,2025-05-05,2026-07-24,2,445
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_bdb72c83acd5c583ac711ce9,Province de Luxembourg,11,2023-10-16,2026-07-17,4,1005
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_ebfcbcfcb5d10ea79df3,West Suffolk Council,11,2024-07-02,2026-07-08,3,736
Social media content production,CONTENT_DESIGN,TED,BGR,buy_b63fd7ac83e5501cf324,МИНИСТЕРСТВО НА ТУРИЗМА,11,2024-02-28,2026-07-06,3,859
Copywriting / editorial content,CONTENT_DESIGN,Quebec,Canada - Quebec,buy_c4c6927eb7d356c5fde0,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",11,2023-08-31,2026-07-06,4,1040
Digital marketing / SEO / campaigns,CONTENT_DESIGN,France,France,buy_001a039afc8b49c478f8,Centrale d'Achat du Transport Public,11,2025-06-04,2026-06-14,2,375
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_75b22bf9ea6bb084277d,EFFICIENCY EAST MIDLANDS LIMITED,11,2023-10-11,2026-06-05,4,968
Proofreading / editing,CONTENT_DESIGN,TED,NOR,buy_581df20f038735ed5497,Departementenes sikkerhets- og serviceorganisasjon,11,2023-12-11,2026-06-03,4,905
